,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
132,Most teachers surveyed think #PARCC will be better than previous assessments: http://hechingerreport.org/can-new-tests-quell-teacher-anger-common-core/ÔøΩ__ÔøΩ_,Most teachers surveyed think #PARCC will be better than previous assessments: http://hechingerreport.org/can-new-tests-quell-teacher-anger-common-core/ …,3258,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,New Jersey's 19 community colleges to use #PARCC as an indicator of college readiness http://www.pressofatlanticcity.com/education/community-colleges-to-use-parcc-for-placement/article_a322c956-d1a3-11e4-91c1-17cfe0e84bd2.html?mode=jqmÔøΩ__ÔøΩ_,New Jersey's 19 community colleges to use #PARCC as an indicator of college readiness http://www.pressofatlanticcity.com/education/community-colleges-to-use-parcc-for-placement/article_a322c956-d1a3-11e4-91c1-17cfe0e84bd2.html?mode=jqm …,3843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,New research: When teachers try #PARCC they like what they see. @teachplus @PARCCPlace http://www.teachplus.org/sites/default/files/publication/pdf/1000_teachers_examine_parcc.pdfÔøΩ__ÔøΩ_,New research: When teachers try #PARCC they like what they see. @teachplus @PARCCPlace http://www.teachplus.org/sites/default/files/publication/pdf/1000_teachers_examine_parcc.pdf …,3448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Not all assessments are created equal but #PARCC is a good one says this teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach2ÔøΩ__ÔøΩ_ @PARCCPlace,Not all assessments are created equal but #PARCC is a good one says this teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach2 … @PARCCPlace,17255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,On #PARCC Breathe deeply. It's only a test maybe a better one. http://www.metrowestdailynews.com/article/20150329/OPINION/150326235/2012/OPINIONÔøΩ__ÔøΩ_,On #PARCC Breathe deeply. It's only a test maybe a better one. http://www.metrowestdailynews.com/article/20150329/OPINION/150326235/2012/OPINION …,1295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Opinion - Guest Commentary: Reject legislation to opt out on testing http://www.denverpost.com/opinion/ci_27798473/guest-commentary-reject-legislation-opt-out-testingÔøΩ__ÔøΩ_,Opinion - Guest Commentary: Reject legislation to opt out on testing http://www.denverpost.com/opinion/ci_27798473/guest-commentary-reject-legislation-opt-out-testing …,1264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Our experts' advice to calm nerves and improve test performance http://eepurl.com/bfBPGf #PARCC #anxietyÁøæ,Our experts' advice to calm nerves and improve test performance http://eepurl.com/bfBPGf #PARCC #anxiety,22747,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Parents Should Welcome New #CommonCore #Tests http://thebea.st/1MWimJMÔøΩ_ via @thedailybeast Finally a reasonable comment. Great points #PARCC,Parents Should Welcome New #CommonCore #Tests http://thebea.st/1MWimJM  via @thedailybeast Finally a reasonable comment. Great points #PARCC,3895,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"Parents Should Welcome the New Common Core Tests - The Daily Beast Would you opt out of their yearly check-up?"" http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.htmlÔøΩ__ÔøΩ_""","Parents Should Welcome the New Common Core Tests - The Daily Beast Would you opt out of their yearly check-up?"" http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html …""",3757,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Parents: Have ?s about the #PARCC test we're taking next week? Check out these helpful answers at http://www.parcconline.org/frequently-asked-questionsÔøΩ__ÔøΩ_,Parents: Have ?s about the #PARCC test we're taking next week? Check out these helpful answers at http://www.parcconline.org/frequently-asked-questions …,3061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Policy Fellows new report from 351 teachers/74 districts in MA call for adoption of #PARCC: http://bit.ly/1xygbsxÔøΩ_pic.twitter.com/8suNuKwQGl,Policy Fellows new report from 351 teachers/74 districts in MA call for adoption of #PARCC: http://bit.ly/1xygbsx pic.twitter.com/8suNuKwQGl,3059,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Read why these 2 teachers believe fellow educators need to take the #OptOut rhetoric out of the classroom: http://educationpost.org/standardized-testing-kid-tested-mother-approved/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctMotherApprovedEsHk7ÔøΩ__ÔøΩ_,Read why these 2 teachers believe fellow educators need to take the #OptOut rhetoric out of the classroom: http://educationpost.org/standardized-testing-kid-tested-mother-approved/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctMotherApprovedEsHk7 …,3039,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Reference: Parcc Rubric Backed by Science #parcc #rubric http://stuffspec.com/publicfiles/Parcc_Rubric.htmlÔøΩ__ÔøΩ_,Reference: Parcc Rubric Backed by Science #parcc #rubric http://stuffspec.com/publicfiles/Parcc_Rubric.html …,4154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Remember when @amandaripley asked what else we could #OptOut of? ICYMI: http://educationpost.org/lets-not-teach-our-kids-to-opt-out/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctoptoutMT1ÔøΩ__ÔøΩ_,Remember when @amandaripley asked what else we could #OptOut of? ICYMI: http://educationpost.org/lets-not-teach-our-kids-to-opt-out/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctoptoutMT1 …,3154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,RT @MBAENews: What #CCSS Tests Promised & Will Actually Deliver. Problems but also progress. http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/ÔøΩ__ÔøΩ_ #PARCC #SBAC,RT @MBAENews: What #CCSS Tests Promised & Will Actually Deliver. Problems but also progress. http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/ … #PARCC #SBAC,3491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"RT @MBAENews: What #CCSS Tests Promised & Will Actually Deliver. Problems but also progress. http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/ … #PARCC #SBAC"" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html ‚Ä¶ #waedu #SBAC""",,50026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"RT @waOSPI: The latest standardized test has a lot going for it"" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.htmlÔøΩ__ÔøΩ_ #waedu #SBAC""","RT @waOSPI: The latest standardized test has a lot going for it"" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC""",800,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,Shout out to #ALL the students of St. Helena Schools for #rocking the #PARCC on this week! #YouWillAchieveSuccess #IBelieveInYou ÔøΩ_ÔøΩ_ÔøΩ__ÔøΩÔøΩ__ÔøΩ,Shout out to #ALL the students of St. Helena Schools for #rocking the #PARCC on this week! #YouWillAchieveSuccess #IBelieveInYou ______,8410,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Supporting #OptOut of tests is telling [children] that we don_ÔøΩÔøΩt believe that they are up to the challenge."" http://mf.tt/s3nb1 #CCSS""","Supporting #OptOut of tests is telling [children] that we don’t believe that they are up to the challenge."" http://mf.tt/s3nb1 #CCSS""",3309,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Survey shows most teachers think #PARCC tests are better but still have suggestions for improvements: http://hechingerreport.org/can-new-tests-quell-teacher-anger-common-core/ÔøΩ__ÔøΩ_,Survey shows most teachers think #PARCC tests are better but still have suggestions for improvements: http://hechingerreport.org/can-new-tests-quell-teacher-anger-common-core/ …,3358,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,Testing was created to address a real problem. Opting out is folly. We need measures of school success. http://www.mypalmbeachpost.com/news/news/opinion/editorial-opting-out-not-best-option-for-parents-s/nkgnY/?icmp=pbp_internallink_invitationbox_apr2013_pbpstubtomypbp_launch#b5c2a772.2631024.735687%23__federated=1 ‚Ä¶,Testing was created to address a real problem. Opting out is folly. We need measures of school success. http://www.mypalmbeachpost.com/news/news/opinion/editorial-opting-out-not-best-option-for-parents-s/nkgnY/?icmp=pbp_internallink_invitationbox_apr2013_pbpstubtomypbp_launch#b5c2a772.2631024.735687%23__federated=1 …,50031,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,The #PARCC test measures the critical thinking skills that students need_ÔøΩÔøΩsays this Chicago teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach7ÔøΩ__ÔøΩ_,The #PARCC test measures the critical thinking skills that students need—says this Chicago teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach7 …,16716,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,The hysteria about #PARCC needs to stop: http://www.nj.com/opinion/index.ssf/2015/03/parcc_victimhood_and_why_its_overblown_editorial.htmlÔøΩ__ÔøΩ_,The hysteria about #PARCC needs to stop: http://www.nj.com/opinion/index.ssf/2015/03/parcc_victimhood_and_why_its_overblown_editorial.html …,3206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"The latest standardized test has a lot going for it"" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html ‚Ä¶ #waedu #SBAC""","The latest standardized test has a lot going for it"" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC""",50028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,There are some things we just can't #OptOut of and definitely one thing we shouldn't_ÔøΩÔøΩtesting: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT3ÔøΩ__ÔøΩ_,There are some things we just can't #OptOut of and definitely one thing we shouldn't—testing: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT3 …,3488,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,This Chicago teacher says giving the #PARCC test is the right decision: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach1ÔøΩ__ÔøΩ_ @TeachPlus,This Chicago teacher says giving the #PARCC test is the right decision: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach1 … @TeachPlus,17433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,This Chicago teacher will be using #PARCC as a learning opportunity: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach5ÔøΩ__ÔøΩ_ @lmcgslover,This Chicago teacher will be using #PARCC as a learning opportunity: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach5 … @lmcgslover,16793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Tisch: #optout is a _ÔøΩÔøΩterrible mistake._—ù http://ny.chalkbeat.org/2015/03/16/merryl-tisch-opting-out-of-the-state-exams-is-a-terrible-mistake/%23.VQc8TUb3aEdÔøΩ__ÔøΩ_ #ThingsMerrylSays #protectourschools,Tisch: #optout is a “terrible mistake.” http://ny.chalkbeat.org/2015/03/16/merryl-tisch-opting-out-of-the-state-exams-is-a-terrible-mistake/%23.VQc8TUb3aEd … #ThingsMerrylSays,9004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Totally ridiculous: Father opts out kindergartener daughter from the #DIBELS test_ÔøΩ_ http://pcook.me/16BJb #edreform,Totally ridiculous: Father opts out kindergartener daughter from the #DIBELS test… http://pcook.me/16BJb #edreform,3411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,Two moms who are also teachers reflect on why kids should not opt out of testing http://educationpost.org/standardized-testing-kid-tested-mother-approved/#.VRGOtkKxFAKÔøΩ__ÔøΩ_ @hkragthorpe #howareourkidsdoing,Two moms who are also teachers reflect on why kids should not opt out of testing http://educationpost.org/standardized-testing-kid-tested-mother-approved/#.VRGOtkKxFAK … @hkragthorpe #howareourkidsdoing,3459,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,We shouldn't teach our kids to #OptOut: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT1ÔøΩ__ÔøΩ_ @MikeThomasTweet,We shouldn't teach our kids to #OptOut: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT1 … @MikeThomasTweet,3869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,We_ÔøΩÔøΩre sending thoughts of perseverance & excellence to our 3rd grade scholars who start their #PARCC testing today!,We’re sending thoughts of perseverance & excellence to our 3rd grade scholars who start their #PARCC testing today!,8370,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,What matters about standardized tests is whether they help struggling kids and schools get better http://www.metrowestdailynews.com/article/20150329/OPINION/150326235/2012/OPINIONÔøΩ__ÔøΩ_ #PARCC,What matters about standardized tests is whether they help struggling kids and schools get better http://www.metrowestdailynews.com/article/20150329/OPINION/150326235/2012/OPINION … #PARCC,1280,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Why parents should support #PARCC and #SBAC @HopeStreetGroup @codepted http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.htmlÔøΩ__ÔøΩ_,Why parents should support #PARCC and #SBAC @HopeStreetGroup @codepted http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html …,4048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,You'll already have taken the #PARCC this morning when you see this but here's a combo_ÔøΩ_ https://instagram.com/p/0VIPV-TLDr/,You'll already have taken the #PARCC this morning when you see this but here's a combo… https://instagram.com/p/0VIPV-TLDr/,8423,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Its so ironic the people suggesting to opt out of NYS testing are the tenured teachers who can't get fired and are never tested again.,,46,1,mwolff3,3/31/15,0,0,,,,5.83E+17,https://twitter.com/mwolff3/status/583085312362020864,
113,How Should Learning Be Assessed? | MindShift http://ow.ly/Kq78F #PARCC #LEYDENPLN,,8158,1,MStoraasli,3/17/15,0,0,,,#PARCC #LEYDENPLN,5.78E+17,https://twitter.com/MStoraasli/status/577874598814990337,
42,3 weeks until #PARCC! Time to strengthen our problem solving skills and practice persevering! #PARCCready,,10260,1,MsFrascella,3/15/15,0,0,,,#PARCC #PARCCready,5.77E+17,https://twitter.com/MsFrascella/status/577268577356640256,
103,Goodnight and good luck to my students tomorrow on the ELA #PARCC Exam! #CommonCore #GoGrade8,,50007,1,MsFrascella,3/30/15,0,1,,,#PARCC #CommonCore #GoGrade8,5.83E+17,https://twitter.com/MsFrascella/status/582716244891201536,
197,The view from my 3rd floor office @BaltCitySchools at night is pretty awesome! I hope my 85K babies sleep well and finish #PARCC strong,,4258,1,ms_education,3/22/15,0,0,,@BaltCitySchools,#PARCC,5.80E+17,https://twitter.com/ms_education/status/579807850073051136,
127,Knocking it out of the #PARCC! #d75learns #d75pridepic.twitter.com/YfSMI6tgDr,,8253,1,MrsWallace202,3/17/15,1,1,,,#PARCC #d75learns #d75pridepic,5.78E+17,https://twitter.com/MrsWallace202/status/577857667776937984,
150,PARCC testing is going surprising well for our students I believe in them! #PARCC #wegotthis @edchat,,3095,1,MrsTATierney,3/25/15,0,0,,@edchat,#PARCC #wegotthis,5.81E+17,https://twitter.com/MrsTATierney/status/580675175542190080,
158,Proud of your hard work on the #PARCC today. Two days to go for #ELA. Use those strategies watch the time & show them what you can do!,,50002,1,MrSpencerELA,3/31/15,0,0,,,#PARCC #ELA,5.83E+17,https://twitter.com/MrSpencerELA/status/582999732051546112,
162,Remember to go to bed early and bring a reading book to #PARCC testing tomorrow! pic.twitter.com/lYBJhUnx2M,,50012,1,MrsFicociello,3/30/15,1,0,,,#PARCC,5.83E+17,https://twitter.com/MrsFicociello/status/582542722143252480,
210,We can do this! #beamazing #PARCC,,50005,1,Mrs_Stats,3/31/15,0,0,,,#beamazing #PARCC,5.83E+17,https://twitter.com/Mrs_Stats/status/582887273248792576,
140,No #PARCC fuss from these #AwesomeStudents! We're going to rock this not so difficult test... It doesn't hurt that we don't have homework!,,50010,1,mrs_kbrown,3/30/15,1,1,,,#PARCC #AwesomeStudents,5.83E+17,https://twitter.com/mrs_kbrown/status/582600960998006784,
144,Our #AwesomeStudents did a great job with #PARCC day 1. Many used #WWC to answer their essay question @NRMSchool @pcdaly,,50001,1,mrs_kbrown,3/31/15,2,3,,@NRMSchool @pcdaly,#AwesomeStudents #PARCC #WWC,5.83E+17,https://twitter.com/mrs_kbrown/status/583014872818049024,
157,Proud of the @FHSClass_2018 for facing day 1 of #PARCC with the maturity patience and positive attitude we expected of you. #ClassActs,,8936,1,MrDubuque,3/16/15,1,6,,@FHSClass_2018,#PARCC #ClassActs,5.78E+17,https://twitter.com/MrDubuque/status/577613712430919681,
187,Thanks to tests like #PARCC kids will get a glimpse of testing beyond the post-secondary exp. #GRE #LSAT to achieve their future goals,,10791,1,MrBolding,3/15/15,1,2,,,#PARCC #GRE #LSAT,5.77E+17,https://twitter.com/MrBolding/status/577153405388398592,
108,Healthy breakfast cookies for my smart cookies‚Ä¶first day of #PARCC here we go! @Bridge Boston‚Ä¶ https://instagram.com/p/0447knO6ha/,,50006,1,MolliKAllen,3/31/15,0,0,,@Bridge,#PARCC,5.83E+17,https://twitter.com/MolliKAllen/status/582853460187488258,
66,Berwyn round 2 of PARCC ..this time will be MATH wish us well! @BerwynSouth100 @HeritageD100 #PARCC #Math #WeGotThis,,8412,1,MisterDillon1,3/17/15,0,0,,@BerwynSouth100 @HeritageD100,#PARCC #Math #WeGotThis,5.78E+17,https://twitter.com/MisterDillon1/status/577822880748199936,
41,#thirdgrade crushed their first day of #PARCC! First testing experience in the books!,,228,1,missjuengst,3/31/15,0,1,,,#thirdgrade #PARCC,5.83E+17,https://twitter.com/missjuengst/status/582998538314870785,
88,First day of #PARCC testing done today. Very proud of our sixth graders and their willingness to take on this new challenge!!!,,50003,1,MissBrownBBCPS,3/31/15,0,1,,,#PARCC,5.83E+17,https://twitter.com/MissBrownBBCPS/status/582998228414509057,
135,Nationwide over 6 million students have completed the #PARCC PBA test. In MD that number's up to 551316! #PARCCreadypic.twitter.com/Vy7dtbwPiH,,3903,1,MdPublicSchools,3/23/15,1,0,,,#PARCC #PARCCreadypic,5.80E+17,https://twitter.com/MdPublicSchools/status/580114300271919104,
64,"As Dad @JonahEdelman @Stand4Children welcomes #SBAC & #PARCC tests; tells kids do your best"" http://thebea.st/1MWimJM @thedailybeast""",,3245,1,MBAENews,3/24/15,2,0,,@JonahEdelman @Stand4Children @thedailybeast,#SBAC #PARCC,5.81E+17,https://twitter.com/MBAENews/status/580501752342007808,
23,@teachplus report. MA teachers recommend #PARCC. 67% say it is strong measure of critical thinking. Call for more PD http://bit.ly/1xygbsx,,3016,1,MatthewAKraft,3/25/15,0,0,,@teachplus,#PARCC,5.81E+17,https://twitter.com/MatthewAKraft/status/580738674578444288,
118,I'm looking forward to #PARCC to see how my students manage against rigorous standards and questions vis a vis students around the nation.,,10399,1,mathteacherjedi,3/15/15,0,0,,,#PARCC,5.77E+17,https://twitter.com/mathteacherjedi/status/577246979530616833,
68,Check out the new @teachplusMA report that was released this morning. MA teachers think highly of #PARCC http://bit.ly/1Iq73ah,,3378,1,MassStand,3/24/15,2,1,,@teachplusMA,#PARCC,5.80E+17,https://twitter.com/MassStand/status/580441019025530880,
136,New @teachplusMA report shows 72% of surveyed MA teachers think #PARCC is a better test than MCAS http://bit.ly/1Iq73ah,,3502,1,MassStand,3/24/15,0,2,,@teachplusMA,#PARCC,5.80E+17,https://twitter.com/MassStand/status/580388652695470080,
60,And what the hell is with this opting out stuff? When I was in school they told you a test was coming and YOU TOOK IT.,,3596,1,MASantangelo,3/24/15,0,0,,,,5.80E+17,https://twitter.com/MASantangelo/status/580341376799404033,
173,So proud of our @curleyk8 students who crushed their first day of the #PARCC! #curleycares,,3889,1,MariaPloessl,3/23/15,0,2,,@curleyk8,#PARCC #curleycares,5.80E+17,https://twitter.com/MariaPloessl/status/580125047320379392,
196,The sun's up & it's another day in #commoncore land! Morning #PARCC #SBAC #Pearson,,8301,1,manateespirit,3/17/15,3,0,,,#commoncore #PARCC #SBAC #Pearson,5.78E+17,https://twitter.com/manateespirit/status/577846413683339264,
107,Happy to oppose overtesting endless test prep and getting rid of art music or gym. But opting out is BS. Read http://strib.mn/1xXs9GP,,3519,1,lynnellmick,3/24/15,0,0,,,,5.80E+17,https://twitter.com/lynnellmick/status/580379121743732737,
190,The #pearsoniswatching folks are so cute. Google Facebook Apple and the NSA know your kids way better than you or Pearson ever will.,,8480,1,Kwarizmi,3/17/15,0,1,,,#pearsoniswatching,5.78E+17,https://twitter.com/Kwarizmi/status/577807520682541056,
82,"Do standardized tests help catch the weakest among us"" as one audience member claims? #TheSchoolProject #TestingSeason #PARCC""",,134,1,KindlingGroup,3/31/15,0,0,,,#TheSchoolProject #TestingSeason #PARCC,5.83E+17,https://twitter.com/KindlingGroup/status/583044509061115905,
83,Does testing help narrow the achievement gap by giving us data to track performance? #PARCC #TestingSeason @theschoolpr,,167,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#PARCC #TestingSeason,5.83E+17,https://twitter.com/KindlingGroup/status/583035118773637120,
111,How do we know how students are doing if we don't test them? #PARCC #TestingSeason @theschoolpr,,168,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#PARCC #TestingSeason,5.83E+17,https://twitter.com/KindlingGroup/status/583034957792026625,
183,Tech Department PCIS and PSMS Staff did an awesome job this week in working together for a successful week of #PARCC testing. #Plymouth,,1524,1,jzcolby,3/28/15,2,2,,,#PARCC #Plymouth,5.82E+17,https://twitter.com/jzcolby/status/581824433742077952,
15,@Okaikor @xianb8 @dannywoo15 @NancyOsborne180 @ChrisTienken Not defendng #parcc. Haven't looked at it. But standardizd tests can b diagnostc,,10450,1,jwalkup,3/15/15,0,0,,@Okaikor @xianb8 @dannywoo15 @NancyOsborne180 @ChrisTienken,#parcc,5.77E+17,https://twitter.com/jwalkup/status/577238045486809088,
36,#PARCC victimhood and why it's overblown. @starledger editorial: http://bit.ly/1FtPB6f #nj,,4103,1,julieoconnorNJ,3/23/15,0,0,,@starledger,#PARCC #nj,5.80E+17,https://twitter.com/julieoconnorNJ/status/580001590016364544,
128,let's do this. #parcc,,3079,1,josie_sparkles,3/25/15,0,0,,,#parcc,5.81E+17,https://twitter.com/josie_sparkles/status/580695466565865472,
43,346 tested. Had 8 problems. iPads & wifi worked great! #PARCC #edtech #edutech @davidinark helped w the user issues & then the setup at HHS!,,8682,1,jmadlock,3/16/15,1,1,,@davidinark,#PARCC #edtech #edutech,5.78E+17,https://twitter.com/jmadlock/status/577657551711399936,
44,346 tested. Had 8 problems. iPads and wifi worked great! #PARCC #edtech #edutech,,8684,1,jmadlock,3/16/15,0,0,,,#PARCC #edtech #edutech,5.78E+17,https://twitter.com/jmadlock/status/577657099066306560,
20,@RachelAnneLevy + I suspect there are some parallels between the mental models parents hold when opting a child out of a test and vaxs.,,4041,1,JennBinis,3/23/15,0,0,,@RachelAnneLevy,,5.80E+17,https://twitter.com/JennBinis/status/580034427981565952,
97,"Giving up on #PARCC now tells our children...their efforts did not matter."" Yes @salberti. A valuable lesson on the risks of blind faith.""",,10259,1,jdandrea,3/15/15,5,2,,@salberti,#PARCC,5.77E+17,https://twitter.com/jdandrea/status/577268816838799360,
50,72% surveyed teachers think #PARCC is better than MCAS @teachplusMA: MA Teachers Examine #PARCC: http://tinyurl.com/n8nrjku #assessments #MAEdu,,3442,1,JasonWilliamsMA,3/24/15,1,1,,@teachplusMA,#PARCC #PARCC #assessments #MAEdu,5.80E+17,https://twitter.com/JasonWilliamsMA/status/580410145345310720,
3,@BariErlichson they won't be able to evaluate properly based on the nonsense answers these kids are providing on #parcc,,3879,1,iLuvCalligraphy,3/23/15,2,0,,@BariErlichson,#parcc,5.80E+17,https://twitter.com/iLuvCalligraphy/status/580131349731909633,
130,"Mary Fergus says they should have done better job. No opt out provision in fed law. Won't support opt out b/c better test"" #TestingSeason""",,131,1,ILRaiseYourHand,3/31/15,2,1,,,#TestingSeason,5.83E+17,https://twitter.com/ILRaiseYourHand/status/583047505392209920,
8,@KellyORourke2 @teachplus @CommonCoreForum @stevenlmass I'm hearing kids like how #parcc makes them think. Sorry to disappoint,,50014,1,HolmesAndCo,3/31/15,0,0,,@KellyORourke2 @teachplus @CommonCoreForum @stevenlmass,#parcc,5.83E+17,https://twitter.com/HolmesAndCo/status/583081398401040384,
49,72% of Massachusetts participants say #PARCC is a higher quality assessment than incumbent #MCAS test: http://ow.ly/KSCS5,,1888,1,HelmsleyEDU,3/27/15,0,0,,,#PARCC #MCAS,5.81E+17,https://twitter.com/HelmsleyEDU/status/581457034115215360,
164,RT @MassStand: New @teachplusMA report shows 72% of surveyed MA teachers think #PARCC is a better test than MCAS http://bit.ly/1Iq73ah,,3355,1,HCMStrat,3/24/15,1,0,,@MassStand @teachplusMA,#PARCC,5.80E+17,https://twitter.com/HCMStrat/status/580452971248504832,
184,Testing is a reality in life. Is opting out of common core tests a disservice to kids and families? @NYTimes http://nyti.ms/1zutBQo,,22315,1,gdknudsen,3/1/15,0,0,,@NYTimes,,5.72E+17,https://twitter.com/gdknudsen/status/572172629098029056,
186,Thanks to our Primary classes for supporting our 4th and 5th graders during #PARCC !! pic.twitter.com/G7kWnWQabP,,4274,1,gbparkaacps,3/22/15,3,3,,,#PARCC,5.80E+17,https://twitter.com/gbparkaacps/status/579796324436054019,
182,Teacher gives hilarious pep talk prior to #sbac #humor is excellent test prep. #brains #stresspic.twitter.com/WXCH2gLPOB,,50004,1,GaryAckermanPhD,3/31/15,1,1,,,#sbac #humor #brains #stresspic,5.83E+17,https://twitter.com/GaryAckermanPhD/status/582887865375420416,
47,72% of Massachusetts participants said #PARCC is a higher-quality assessment than previous #MCAS Test: http://goo.gl/9p55kt,,2248,1,EDtracker,3/26/15,0,0,,,#PARCC #MCAS,5.81E+17,https://twitter.com/EDtracker/status/581147585794031616,
145,Our 2nd Assignment of The Day features this outstanding #parcc sample assignment! Check it out! https://edcite.com/1jd3e7 #edtech,,50020,1,EdciteTeam,3/31/15,1,0,,,#parcc #edtech,5.83E+17,https://twitter.com/EdciteTeam/status/582964130383986688,
